model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
claude-sonnet-4-5,russian,february_18,5,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
claude-sonnet-4-5,russian,february_18,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_19,2,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_19,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_19,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_19,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_20,0,Event / Entity Misbinding,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
claude-sonnet-4-5,russian,february_20,8,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_20,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_21,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_21,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_22,1,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,tiebroken,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_22,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,russian,february_22,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_22,18,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,russian,february_9,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_9,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_9,4,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,tiebroken,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,russian,february_9,14,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,russian,february_9,16,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,turkce,february_10,4,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,turkce,february_10,19,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
claude-sonnet-4-5,turkce,february_11,11,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_11,23,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_12,18,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,unanimous,Temporal Misalignment / Chronology Tracking Failure
claude-sonnet-4-5,turkce,february_13,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_14,2,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_14,23,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_15,4,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_15,5,Inference Override / Over-Reasoning Instead of Extraction,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_15,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_16,9,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_16,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_19,22,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,turkce,february_20,6,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
claude-sonnet-4-5,turkce,february_20,23,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_21,4,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_21,10,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
claude-sonnet-4-5,turkce,february_21,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,turkce,february_21,21,Answer Formatting / Option Mapping Failure,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
claude-sonnet-4-5,turkce,february_21,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_22,10,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,turkce,february_22,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,turkce,february_22,24,Temporal Misalignment / Chronology Tracking Failure,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
claude-sonnet-4-5,turkce,february_9,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,turkce,february_9,17,Qualifier Binding Error (Unit/Currency/Year/Version),Source Divergence Under Real-World Report Conflict,Qualifier Binding Error (Unit/Currency/Year/Version),majority,Qualifier Binding Error (Unit/Currency/Year/Version)
claude-sonnet-4-5,uscanada,february_10,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Qualifier Binding Error (Unit/Currency/Year/Version),majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_12,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_12,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,uscanada,february_12,22,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_12,24,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_15,11,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_16,18,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
claude-sonnet-4-5,uscanada,february_19,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_20,1,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,majority,Reading Comprehension / Option Interpretation Failure
claude-sonnet-4-5,uscanada,february_20,3,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
claude-sonnet-4-5,uscanada,february_20,7,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
